timestamp	time	fix	state	rawx	rawy	avgx	avgy	psize	Lrawx	Lrawy	Lavgx	Lavgy	Lpsize	Lpupilx	Lpupily	Rrawx	Rrawy	Ravgx	Ravgy	Rpsize	Rpupilx	Rpupily
MSG	2016-12-27 00:21:54.623	1055997057	start_recording
MSG	2016-12-27 00:21:54.626	1055997057	image_on
MSG	2016-12-27 00:21:54.626	1055997057	image.jpg
2016-12-27 00:21:55.376	1055998256	True	7	397.4472	552.5795	402.4419	570.0114	23.5098	394.6714	547.0734	397.0099	555.6881	22.5107	0.3877	0.5234	400.223	558.0854	405.6009	562.4132	24.5089	0.6222	0.5198
2016-12-27 00:21:55.393	1055998273	True	7	387.194	552.4341	402.2223	568.8997	23.53375	388.9041	550.7289	396.315	554.97	22.6192	0.387	0.5235	385.4839	554.1392	403.9037	561.5744	24.4483	0.6215	0.5195
2016-12-27 00:21:55.410	1055998290	True	7	394.5761	547.4401	402.0797	567.8997	23.37405	385.6428	545.0118	395.4335	553.8946	22.3639	0.3864	0.5234	403.5095	549.8683	403.7848	560.4937	24.3842	0.621	0.5192
2016-12-27 00:21:55.426	1055998306	True	7	401.0009	552.808	401.906	566.9128	23.55765	415.3806	551.1896	396.8599	553.3974	22.7749	0.3862	0.5236	386.6211	554.4263	402.4155	559.8605	24.3404	0.6205	0.519
2016-12-27 00:21:55.443	1055998323	True	7	392.3065	554.6216	401.6654	565.9041	23.5188	405.7395	553.6694	397.4842	553.1415	22.6023	0.3856	0.5239	378.8736	555.5739	400.5989	559.3734	24.4353	0.6199	0.519
2016-12-27 00:21:55.460	1055998340	True	7	387.8181	546.7986	401.4388	565.0328	23.5364	382.8335	544.1874	396.4694	552.267	22.5036	0.3851	0.524	392.8026	549.4097	399.8878	558.5054	24.5692	0.6197	0.5189
2016-12-27 00:21:55.476	1055998356	True	7	406.8816	549.1556	401.2447	564.1619	23.588	410.6457	552.3887	397.3996	552.0264	22.8512	0.385	0.5243	403.1175	545.9227	399.9308	557.4711	24.3248	0.6194	0.5189
2016-12-27 00:21:55.493	1055998373	True	7	401.6837	553.6373	401.0645	563.3281	23.5862	397.1532	558.8988	397.3921	552.2542	22.8492	0.3847	0.5246	406.2142	548.3757	400.1896	556.6733	24.3232	0.6191	0.519
2016-12-27 00:21:55.510	1055998390	True	7	408.6173	554.8608	400.9261	562.5368	23.7416	405.2921	554.1671	397.9089	552.1926	22.9331	0.3843	0.5246	411.9425	555.5545	400.8185	556.3964	24.5501	0.6189	0.5191
2016-12-27 00:21:55.526	1055998406	True	7	400.652	558.1069	400.8083	561.8179	23.8206	396.0396	559.0652	397.8202	552.4664	22.9826	0.3841	0.5248	405.2643	557.1487	401.0127	556.2538	24.6586	0.6186	0.5192
2016-12-27 00:21:55.543	1055998423	True	7	383.8282	543.6619	400.6138	561.0637	23.66005	386.6167	538.0032	397.1498	551.4489	22.8606	0.3836	0.5249	381.0397	549.3205	399.7107	555.6535	24.4595	0.6182	0.5192
2016-12-27 00:21:55.559	1055998439	True	7	384.6083	543.9501	400.4285	560.3854	23.5253	373.2962	541.6807	395.6894	550.7106	22.6453	0.3832	0.5252	395.9203	546.2195	399.3701	554.9061	24.4053	0.6178	0.5192
2016-12-27 00:21:55.576	1055998456	True	7	406.6319	554.0767	400.2199	559.6862	23.80555	398.2488	555.6215	395.7731	550.8542	23.1834	0.3829	0.5256	415.015	552.5319	400.2006	554.5825	24.4277	0.6175	0.5193
2016-12-27 00:21:55.592	1055998472	True	7	392.2603	557.2333	399.9952	559.0398	23.7081	400.1382	566.2647	395.9722	551.6485	23.1321	0.3824	0.526	384.3825	548.2019	399.2044	554.0336	24.2841	0.6169	0.5193
2016-12-27 00:21:55.609	1055998489	True	7	389.7766	536.6545	399.7542	558.366	23.79425	398.6611	532.3536	396.0851	550.452	23.1057	0.3819	0.5261	380.8921	540.9553	398.037	553.095	24.4828	0.6162	0.5193
2016-12-27 00:21:55.626	1055998506	True	7	388.1353	553.0841	399.5201	557.7656	23.61005	380.8557	556.132	395.1638	550.68	22.8455	0.3811	0.5266	395.4149	550.0362	397.7519	552.7278	24.3746	0.6157	0.5194
2016-12-27 00:21:55.642	1055998522	True	7	409.469	552.1813	399.3247	557.1935	24.16005	408.9147	546.3812	395.8839	550.3582	23.3912	0.3808	0.5271	410.0232	557.9814	398.3322	552.8517	24.9289	0.6151	0.5196
2016-12-27 00:21:55.659	1055998539	True	7	407.9401	562.4183	399.1629	556.6791	24.07385	410.4352	555.5422	396.6872	550.582	23.4098	0.3801	0.5275	405.445	569.2943	398.6573	553.6477	24.7379	0.6145	0.5197
2016-12-27 00:21:55.726	1055998606	True	7	402.7663	559.8018	399.0301	556.221	24.3026	420.0362	549.8761	398.0312	550.4938	23.9919	0.3781	0.5289	385.4963	569.7274	397.8532	554.4799	24.6133	0.6123	0.5197
